1.772240 -1.880192 4.389155 4.137151
0.876513 -1.015471 4.621645 3.989215
-0.194958 0.175394 -2.612083 -2.903447
0.146962 -0.344916 4.249629 1.810679
0.313735 0.535681 -4.241621 2.484212
-0.063941 0.941758 -5.717591 -0.388195
0.042891 -1.598382 6.274737 0.168378
0.869975 2.213426 -5.788558 2.275162
0.161699 -0.496974 4.362678 1.419476
0.887968 -0.462765 2.693033 5.167476
0.168100 -1.779422 6.230395 0.588578
0.608076 -0.416641 2.869667 4.188199
-1.007758 -1.128313 4.735957 -4.229939
0.244583 0.615546 -4.844600 1.924965
-1.690461 -0.056926 0.211822 -6.290217
-1.959937 -0.448376 1.415485 -6.187363
-0.350056 1.326790 -5.894744 -1.555253
-1.938188 -0.915339 2.657347 -5.626808
0.133889 1.035231 -5.742647 0.742711
0.087347 1.607535 -6.295780 0.342089
-1.553304 0.916543 -3.188515 -5.403711
2.973742 -0.845662 1.547852 5.442969
1.219223 -2.016362 5.317887 3.215540
-0.536749 -0.063885 0.579604 -4.869722
0.085056 -0.276601 3.973094 1.221744
0.049177 -0.074305 2.793631 1.848902
-2.504522 -0.071195 0.173118 -6.089981
-0.943255 -0.598603 3.125038 -4.924312
0.724027 -1.183651 5.272264 3.224990
0.492225 -1.404594 5.991991 2.099832
-1.980734 0.928712 -2.661728 -5.676865
-1.509835 0.182348 -0.765572 -6.338907
0.308037 1.288701 -5.914584 1.413759
0.888536 -1.049466 4.693243 3.973557
-1.551742 -1.650681 4.540966 -4.268787
0.086910 0.113050 -2.969086 2.282579
0.325880 1.400457 -6.132345 1.426968
-0.979781 1.398136 -5.168356 -3.621862
0.127443 0.215235 -2.979955 1.764469
1.818699 0.204252 -0.700019 6.233088
1.098782 -0.280513 1.469093 5.754512
-0.755452 0.169896 -1.169537 -5.200403
-0.088287 1.460914 -6.337620 -0.383002
-0.083526 1.967350 -6.288106 -0.266969
0.520484 1.339074 -5.819192 2.261861
-0.503519 -0.411940 3.140254 -3.838368
-0.420390 -2.250695 6.128678 -1.144728
0.928632 -0.120600 0.728944 5.612949
0.676415 0.451464 -3.015793 4.518475
-1.559215 -2.118601 4.865450 -3.580798
1.083789 0.962783 -4.200857 4.728832
-0.630165 2.554497 -5.895098 -1.454253
-0.039409 -0.067314 0.000000 -0.000000
1.293923 -0.126530 0.578907 5.920041
-1.706185 -0.808561 2.699065 -5.695436
-0.120327 -2.005083 6.299527 -0.378040
-0.420497 2.255984 -6.156434 -1.147509
-0.499367 0.679748 -4.474430 -3.287078
-0.462057 0.840367 -5.140276 -2.826267
0.776711 1.938468 -5.816752 2.330674
1.015427 -0.800115 3.651510 4.634136
2.567516 -0.311648 0.730285 6.016464
-1.020034 0.542429 -2.797033 -5.259798
0.878688 0.701438 -3.674375 4.602873
-0.738870 1.788972 -5.829652 -2.407726
1.211671 -1.819393 5.190132 3.456499
0.315026 -1.156156 5.779615 1.574813
-0.554691 1.630215 -5.992662 -2.039042
0.614377 -0.630577 4.110785 4.005173
-0.598308 -0.086353 0.687445 -4.763062
-0.538088 -1.035308 5.323591 -2.766867
0.241170 0.246703 -3.221025 3.148779
0.474382 0.038850 -0.374130 4.568340
1.827760 -1.320856 3.638088 5.034277
2.096239 -0.494772 1.434581 6.078004
-0.390574 -0.629916 4.523870 -2.804984
0.728576 -1.083946 5.031408 3.381867
0.752361 -0.312275 2.123709 5.116640
1.002890 0.322207 -1.788175 5.565805
-0.392441 0.519230 -4.077180 -3.081584
0.986606 1.301379 -5.065953 3.840617
-1.380603 -0.233412 1.035233 -6.123263
1.258461 0.692992 -2.984579 5.419945
-0.768228 -0.359345 2.390614 -5.110793
0.286967 0.134837 -1.849949 3.937155
0.347127 0.243922 -2.648055 3.768464
-1.717446 2.088601 -4.649936 -3.823619
1.837742 0.085320 -0.292134 6.292422
-0.725901 0.345779 -2.300059 -4.828554
-0.509377 0.147864 -1.325994 -4.567929
-0.829803 -0.276292 1.787472 -5.368416
-1.254478 -1.542170 4.890270 -3.977989
-0.677870 -0.666997 4.068469 -4.134790
0.607063 0.424640 -2.978164 4.257568
1.000053 0.362759 -2.011039 5.544026
1.851302 -0.301207 1.008684 6.199649
-1.406014 -1.284074 4.260407 -4.664988
0.558866 1.141207 -5.284757 2.588023
-0.190479 -1.604937 6.297551 -0.747411
-1.303638 0.048991 -0.225408 -5.998060
